beta,observation_percentage,noise_mode,noise_rate,trials,accuracy,mean_true_goal_rank,std_true_goal_rank,mean_true_goal_probability,std_true_goal_probability,mean_noisy_observation_length,mean_dropped_actions,mean_corrupted_actions,mean_inserted_actions,accuracy_ci95_low,accuracy_ci95_high,accuracy_ci95_half_width
5.0,0.25,none,0.0,50,0.26,2.52,1.129204162592543,0.135,0.12586435847647212,4.46,0.0,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
10.0,0.25,none,0.0,50,0.26,2.52,1.129204162592543,0.135,0.12586435847647212,4.46,0.0,0.0,0.0,0.13841679063291676,0.38158320936708323,0.12158320936708324
0.1,0.25,spurious,0.1,50,0.26,2.5,1.1111677990074318,0.13512185216921516,0.1259808600158457,4.46,0.58,0.0,0.58,0.13841679063291676,0.38158320936708323,0.12158320936708324
0.25,0.25,spurious,0.1,50,0.26,2.5,1.1111677990074318,0.13529268441183714,0.12615391861711353,4.46,0.58,0.0,0.58,0.13841679063291676,0.38158320936708323,0.12158320936708324
0.5,0.25,spurious,0.1,50,0.26,2.5,1.1111677990074318,0.13554549562642387,0.12643076956330213,4.46,0.58,0.0,0.58,0.13841679063291676,0.38158320936708323,0.12158320936708324
1.0,0.25,spurious,0.1,50,0.26,2.5,1.1111677990074318,0.13593845484951309,0.12690989408813402,4.46,0.58,0.0,0.58,0.13841679063291676,0.38158320936708323,0.12158320936708324
2.0,0.25,spurious,0.1,50,0.26,2.5,1.1111677990074318,0.1363789031134667,0.12751676573289084,4.46,0.58,0.0,0.58,0.13841679063291676,0.38158320936708323,0.12158320936708324
5.0,0.25,spurious,0.1,50,0.26,2.5,1.1111677990074318,0.13665172700532857,0.12792926582778769,4.46,0.58,0.0,0.58,0.13841679063291676,0.38158320936708323,0.12158320936708324
10.0,0.25,spurious,0.1,50,0.26,2.5,1.1111677990074318,0.13666656577946062,0.12795249741420756,4.46,0.58,0.0,0.58,0.13841679063291676,0.38158320936708323,0.12158320936708324
0.1,0.25,spurious,0.2,50,0.32,2.42,1.1795883059053154,0.1357810609653729,0.1267104599188828,4.48,0.98,0.0,1.0,0.19069940758063017,0.4493005924193698,0.1293005924193698
0.25,0.25,spurious,0.2,50,0.32,2.42,1.1795883059053154,0.1370665801174442,0.12854252842671776,4.48,0.98,0.0,1.0,0.19069940758063017,0.4493005924193698,0.1293005924193698
0.5,0.25,spurious,0.2,50,0.32,2.42,1.1795883059053154,0.1394909417814159,0.1331261160711809,4.48,0.98,0.0,1.0,0.19069940758063017,0.4493005924193698,0.1293005924193698
1.0,0.25,spurious,0.2,50,0.32,2.42,1.1795883059053154,0.1451426575766363,0.14761908954931705,4.48,0.98,0.0,1.0,0.19069940758063017,0.4493005924193698,0.1293005924193698
2.0,0.25,spurious,0.2,50,0.32,2.42,1.1795883059053154,0.15684137213187163,0.1869714255024319,4.48,0.98,0.0,1.0,0.19069940758063017,0.4493005924193698,0.1293005924193698
5.0,0.25,spurious,0.2,50,0.32,2.42,1.1795883059053154,0.17063983466419572,0.24115209626685874,4.48,0.98,0.0,1.0,0.19069940758063017,0.4493005924193698,0.1293005924193698
10.0,0.25,spurious,0.2,50,0.32,2.42,1.1795883059053154,0.17165960544153577,0.24534189853617935,4.48,0.98,0.0,1.0,0.19069940758063017,0.4493005924193698,0.1293005924193698
0.1,0.25,spurious,0.3,50,0.32,2.42,1.1967643452071857,0.1456529653023975,0.12536404710103713,4.6,1.0,0.0,1.14,0.19069940758063017,0.4493005924193698,0.1293005924193698
0.25,0.25,spurious,0.3,50,0.32,2.42,1.1967643452071857,0.14673508649980438,0.12713453362842952,4.6,1.0,0.0,1.14,0.19069940758063017,0.4493005924193698,0.1293005924193698
0.5,0.25,spurious,0.3,50,0.32,2.42,1.1967643452071857,0.14879320015213296,0.13186429555602133,4.6,1.0,0.0,1.14,0.19069940758063017,0.4493005924193698,0.1293005924193698
1.0,0.25,spurious,0.3,50,0.32,2.42,1.1967643452071857,0.1536402116671785,0.14710369391515313,4.6,1.0,0.0,1.14,0.19069940758063017,0.4493005924193698,0.1293005924193698
2.0,0.25,spurious,0.3,50,0.32,2.42,1.1967643452071857,0.163766474837021,0.18794004337589976,4.6,1.0,0.0,1.14,0.19069940758063017,0.4493005924193698,0.1293005924193698
5.0,0.25,spurious,0.3,50,0.32,2.42,1.1967643452071857,0.17577192357983912,0.24348914519796377,4.6,1.0,0.0,1.14,0.19069940758063017,0.4493005924193698,0.1293005924193698
